Club,VC Bassens,http://volleyclubbassens73.e-monsite.com
Club,Touvet VB,http://touvetvolleyball.blogspot.fr
Club,AS St Genix / Aoste,http://asvolleysaintgenixaoste.clubeo.com
Club,VB Pont de Beauvoisin,https://sites.google.com/site/volleyballpont
Club,VC Bourg St Maurice,http://www.volleyclub-bourg.com
Fede,FIVB,http://www.fivb.org
Fede,FFVB,http://www.volley.asso.fr
Fede,FSGT Savoie,http://www.fsgt73.fr
Fede,Règles du volley,http://www.fivb.org/EN/Volleyball/Rules/Rules.htm
