La Bridoire vs Jacob 2019,https://www.youtube.com/embed/LneVrqn8ySA,La Bridoire vs Jacob - Janvier 2019,Allez les oranges !
La Bridoire vs Aiguebelle 2017,https://www.youtube.com/embed/L9OzV6nRtE4,Nouveaux maillots = trois zéro :-) - Mars 2017
La Bridoire vs Bourg St Maurice 2,https://player.vimeo.com/video/197615381,Blbl&#44; Taz&#44; Laurent&#44; Greg&#44; Kad&#44; Ben&#44; Taz&#44; Stef et Olive mangent du Tarin pour la soirée.<br>Janvier 2016.
La Bridoire vs Cuines,https://player.vimeo.com/video/197666240,<a href="joueur.php?id=vero">V&eacute;ro</a>&#44; <a href="joueur.php?id=stouffy">Stouffy</a>&#44; <a href="joueur.php?id=jc">JC</a>&#44; <a href="joueur.php?id=taz">Taz</a>&#44; <a href="joueur.php?id=bubu>Bubu</a>&#44; <a href="joueur.php?id=ben">Ben</a>&#44; <a href="joueur.php?id=greg">Greg</a> et <a href="joueur.php?id=paulo">Paulo</a> font respecter l'Avant-Pays Savoyards &agrave; ces gens de la Maurienne.<br>Janvier 2011.
La Bridoire vs Albens 2010,https://www.youtube.com/embed/apurv0NEm7s,Les tous débuts du club presque
